Username,Comment
siti.nurjanah2421,"gak mau maafin, anak ku ngereog sampe pagi gk tidur karna kipas gk hidup"
raufasalamony,"26 jam tanpa listrik,air,panas,gelap,Ampe anak AQ ku suruh kalo pipis di parit luar aj 😅😅sayang air buat beoll🤣🤣🤣"
doengzclip,"lah gk ada info yang katanya sampe tgl 25,trus info yang katanya sampe tgl 25 itu dari siapa?"
tindaoncoker,singkat saja brpa ton yg lewat?
nengsihmirza313,😂😂😂😂😂 modus
chrnxxhere,"gamauuu maafin, aku ga video koll sama cowo aku dah 2 hari jadi betmutttt"
azrni_11,"PLN kalau pemadaman listrik alasannya 'gangguan teknis', giliran pelanggan telat bayar alasannya 'pemutusan sepihak'. Lucu ya.."
moh.ismail.azmi,[Stiker] 😂 modus lama
bangkreng86,harusnya kena denda ke masyarakat itu.. karena beberapa hari lampu telah mati. dan merugikan masyarakat. jangan hanya meminta maaf. sedangkan masyarakat telat bayar tagihan PLN di ancam listrik akan di putuskan/ copot pemasangan
kangojolmdn,"bukan sebagian pak, seluruh wilayah ini mati listriknya.
jgn cuma minta maaf aja pak, secepatnya diperbaiki.
penjelasannya juga jgn berbelit² pak, intinya saja mati listrik ini sampai kapan? jgn banyak x kuah pak.
pastikan kapan bisa normal listriknya. itu yg dibutuhkan masyarakat ini pak"
rielabdya,lewat berapa ton tu ya kira kira😁
yuni.setiawati188,"tau nggk tempat ku baruu saja hidup😌 udh sian malam panas minta ampun,sore gk bisa mandi😭"
ayu.h.l,"gadak gadak, gak ku maafkan ."
egajayasaputra109,"PLN rugi selalu, yang bekerja sekolah semua sekolah untuk bikin rugi BUMN."
alex79_11,mundur njir
carolulostarutung16,Bukan karena black out Di tempat kami rusak semua elektronik karena mati pln bisa 5xsehari😂jadi gak ada alasan sementara bayar mana bisa terlambat 1 menit pun pln
30539875577,"apa maaf udah kebiasaan nya gitu,gangguan ditempat lain,kenapa harus merembes sampai seluruh sumatra.jangan2ada maksud tertentu,kalau bayar listrik terlabat satu hari aja udh denda,malah langsung di potong"
yusuf_marzani,cuma minta maaf? gk ada ganti rugi kah? ksihan yg punya ternak dan ikan hias.
lav.dusk,KENAPA HARUS MALAM????????
vfadry,ah males maapin bapak nya ini panas pak😭
saya84965,kok di Bengkulu ngga kena yah?
rikwan.tratak,TDK sya mfkan aq
musdalifah_sidrap02,Please jangan di ulangi lagi ya PLN
aku.bilang0,[Stiker] 
zak.zazak,17jam mati disini. internet sabtu malam masih gangguan
nhisikawa44,kami 38 jam mati lampu
erwansaa,Lampung ga disebut pak
phaster11,RAKYAT BUTUH SOLUSI👎👎👎👎👎
terbangtinggiiii0,tolong dulu idop kan boyyy
rbselaludihati,dia emang diperintahkan untk klarifikasi.rakyat akan disibukkan dengan yg lebih penting lagi.
wa08__,medan baru idup🥰
fabeauty101,Deli serdang 26 jam 😂😂
phaster11,SELAMA BERAPA LAMA MOHON MAAF NYA?
ayaqia7,"udah gk betul PLN ini.setiap hari ada mati nya,pembayaran gk ada kurang nya."
peddd81,baru nyala anjer
casingamulet,gk transparant... ada permainan.. coba d periksa🤣🤣
istiqomahsapitri,kami dari SUMATERA Utara mati lampu nya 28 jam
guntari.ari,gak ada ganti ruginya gitu bagi masyarakat
usmansihombing7,memangnya menteri ESDM nya paham tentang listrik?
laaaaa255,"tempat kami mati jam 7 hidup jam 12, total mati ,30 jam, Geureudong pase aceh Utara"
papayaenakloo,Minimal kasih aba2 pak kasihan nasib ASI perah ku di kulkas susah payah aku Pumping nya🤯
mysoulmate2755,apaaa maaf😳
fitrysheza,mendengar suara bapak aja aku puanasss🔥🔥🔥🔥
nasha12336,"di Sumsel (Palembang)
lampu sih hidup .. tapi ngak bisa di pakai .. karena kurang daya .. lampu aja ngax bisa hidup"
_lisayinn25,"KOMPENSASI HARGA MATI!!!
BINJAI BARAT 25JAM BOSQ"
letjenmonkeydluffy,"Ntah lah pak. Di ujung Sumatera Barat, khusus nya Pasaman Barat dari pertama mati sampai saya komen ini masih mati lampu pak. Udah 31 jam mati"
eliyan.akhri,
alvibe79,bisa gak pinta maaf kami telat bayar
redvalvet74,22 jam jir bayangin tanpa listrik😏
diki_alhadri,"gara""lampu mati streak api saya juga mati ini pak🗿"
ayahmac1,"kami sngat maklum..klo lampu mati,tp xan tak mau tau kalau pembayaran trlambat"
belovers._,TELAT BAYAR LANGSUNG DIPUTUS.
chelsi18_1,gmw. GBSA TDR PANAS X
seraphinelleanor2,"GABISA GABISA, DI KIRA GA PANAS APA YAK"
maniksilalahi,"Aku kecewa karna aku baru lahiran, kasihan baby ku pak kepanasan, apalagi saya skrg di Riau, dan bapak tau cuaca Riau bagaimana kan? 😭😭😭😭 tolong mengerti ya pak🙏🏻"
apriadimc,😂😂😂
ulfafadilah1903,kmi kisarn dri jm 7 mlm smpe k jm 7 mlm bsokny😆
rizkiimanda5,Kompensasi lah boss 500 ribu subsidi untuk setiap rumah
hotmeletop,ini udh siap apa belum??biar ad persiapan air dirumah kami
yyy66947,min sampe kapan min
bac0tgamin9,"plat bh, mna suaranya, apakah benar brapa ton itu"
hotmeletop,disini baru hidup listrik
haposansamosir26,belawan padam jam.5.sore nyala besoķnya jam 8 nyala mlm luar biasa.sdh rusak indonesia ini.
ramadansitompul,pertanyaan nya apakah minggu mati lagi???
azul8095,"akibat mati lampu es crem rusak
ikan hias mati"
andy_blazer,emmm
edhofernandesseco,giliran telat bayar listrik Rakyat ga bisa mintak maaf..lansung di ganti sama token... giliran mereka gampang amat minta maaf 🥲
rzk_mwrni,"sbtu? pak maaf sblmnya,tapi kmi sumatra utara bagian beringin deli serdang mati listrik dari jumat sore-mggu dini hari, bahkan ini belum nyala sama sekali,bagaimana ini pak? kalau untuk internet dan masak okelah pak,tapi kasian sekali bayi""yang kepanasan,gelap ga bisa tidur,kalau awalnya ada peringatan seperti BMKG yg selalu lewat pesan kami lebih enak bisa persiapan,tapi ini ga sama sekali,bayi""banyak yg sakit pak karna terlalu sensitif,kami jg bingung karna ga ada penerangan,apa""terbatas karna terlalu mendadak tidak ada peringatan sama sekali. jangan bilang 'kan di hp banyak info' saya tau,tapi ga smua orang lewat info yg sama. terimakasih"
beat83man,ta. eekk
graharakyat,pokok nya hri raya harus idup total
suryadarmasianipa,"ngomong2 sumut,Jambi,Aceh ap sama klistrikanya ."
hanifkls9b,banyak alasan
nita.ipoel,maaf nanyak pak.. saya klu ngisi 100rb yg tertera cm 67sekian kok bisa banyak x gitu di poklek pak. banyak x kurang nya.
nikmatiprosesnyayah,"berapa dapat duit gara"" saluran listrik nya 😂😏"
usermz7yerppra,ada apa sebenar nya ??????
adhuenmeutuah,HASIL KERJASAMA YANG BAGUS TERATUR DAN SISTEMATIS SERTA MASIF DEMI KELANCARAN JARINGAN NEGOSIASI BISNIS
yopieyura12,"saya ngak bisa maaf kan tp klu ada konfensasinya boleh saya aja bayar telat kena denda dan d putus ngak punya hati,gmn pak brp rakyat terima untk gangguan ini"
leonardi.harahap6,"tagihan listrik mahal,tapi lampu mati truss kek mana pulak ini😏😂"
pelww_,mau masukin barang brpa ton pak kok harus dimatikan lampunya 🤭
heriantosimatupa7,"kalau masyarakat terlambat bayar langsung denda , giliran PLN amburadul cukup minta maaf , brengsek"
yanawulandari10,aku gak mau maafin soalnya aku berak ngeraba ngambil gayungnya
joemeolldy,Telat bayar listrik di putus
fitristeady,Gk mikirin rakyat
mhmdfadly101,alasan apalagi ini.
amarmercelo,[Stiker] 
manoeywwww.com,Saya jungak ada gangguan pembayaran bulanan ini Saya jungak gangguan wkwkwk
fitrielisasimamora2,"di tempat kami semlm dari jam 7 malam smpai jam 6 sore baru hidup, gak kebayang kan, mak bun seperti saya gmna gerah nya"
bapanya.anak.anak4,"barang apa kira2 yang lewat dipelabuhan itu pak mentri,
berapa perkiraan korupsinya itu.🤣"
b3rlliana,"Baru saja hidup, anak2ku nangis gara2 2 malam ini tidur kepanasan ini internet baru bisa"
njell..19,"Sumatra Selatan dari 18-24:06 , Alhamdulillah cmn semalam🥰"
hutabaratpudji,semoga masyarakat di pulau sumatera kompak utk tdk membayar listrik
yunipsw4,"udh saya maafkan pak jngan d ulangi lagi ya..,"
alyssahasibuan083,sensara kali kami pakk batre gadak air gadak mandi pun payah jangan kan mandi berak pun susah awk😭
dodihyyaki,anjinglah tengah malam mati lampu lagi
chys.thaa,ga dimaafin.
athaa639,pernyataan ngak jelas apa penyebabnya.... permainan apa lagi ne?
latifa17725,ga mau memaafkan baru hidup udah mati lagi
mamajojo1414,24 jm baru idup😭
meri04731,gak maksud ! udh 2 hari mati listrik setiap malam😂 besok mati lagi ya ?😏😏
turexx03,[Stiker] Haaa cemana cmna ?
muhammadhanafi753,saya rugi ratusan juta gara² listrik mati semua udang tambak yg sebentar lagi panen mati
ceyiilaosy,aku dah ke presto 29 jam masih aja di batasin 2 jam nyala
riski.marpaung16,ada GG Percaya ??😳😳
alrickricardoarit,apakah saudara saudara percaya????😂
agusbertahan,ngantok pak intinya aja rangkumanya aja. apa rusak tiang istrik sutet atau apa gitu
hendriantoni03,mundur
elsyebedasabon,"Gak akan saya maafkan....Medan sunggal 24 jam lebih, dr kmrn sore jam 18:44 sampai mlm ini bru nyala jam 20:45. gak tau besok kalian matikan lg apa gak??????? mana sinyal kartu Hallo pun gak ada."
achaa.051,pntes riau mati lampu trus
syakira_fashion1,😁😁😁
aialdi2,prreeeett
dhanangswr,YTTA😂
diki_pratama99,"peternak ayam broiler rugi besar pak gara"" mati lampu banyak jenset yang trobel"
intan.aprillia04,jam 00-00. baru hidup tempatku tanjung Medan Tambusai Utara 😏
cucuopung10,panassssssss broooo
erlinda_hardjady,😏😏😏
dz_ardinata,"jangan jangannnn.........
.........................."
womensclothingolsyop22,inti nya lampu jangan telat bayar dh itu aja.
sangldr,"minta maaf enak bgt,
tuhan maha mengetahui,
ingat pak mengadilan tuhan itu amatlah pedih😫.."
rinyn3,[Stiker] 
adryuhan,kpn slesai nya kyk gini
pinggan_namatapor,"Giliran orang bapak matikan lampu lama boleh.
giliran kita aja bayar telat sehari, merepetnya sampe mau mutusin meteran hadeeeh"
siriian6,Kenapa harus di malam hari biar apa biar gak keliatan
monicaplant116,maaf . kalau telat bayar bisa kah kami masyarakat ini bayar denda pake maaf?? 😡
cimonmoyy,ga termaafkan sampai kutahan2 kencingku perkara ga idop aerrrrr 😭😭😭
sofyantanjung01,lalu apa kompensasi dari kalian?
arim61435,"enak ya gaji, tunjangan kalian tinggi.., harga listrik mahal, rakyat telat bayar, putus listrik. tepat waktu bayar, tetap mati hidup listrik."
cicit.cucut7,@Obsidia TIKTOK
yunisitorus06,tau klen minta maaf aja
cilokbanjar,gara² dirimu pak kami yg tinggal di medan pada beli genset dan di toko elektronik pada habis
iconic.football92,Jambi THN ini banyak gardu listrik yg terbakar
perlina116,malass
yaw00110,Ga di maafin
marsyaduri77,enak bener cuma minta maaf🤣
ramoza_je,"Ngak mau maafin,,wifi rumah ku ngak nyala.semua drakor ketinggalan🙂"
putrasanjaya918,gara gara listrik padam gak bisa nyuci sempak aku pak 😁😂😂😂😂
gitorolis086,"untung xan sebagian sudah hidup
eh kami di pasbar ranah batahan blom hidup2 smpai sekarang"
nnnnaaaaa_,smp kapan ini
putriie_0409,"pak kami di Aceh dapat ganti rugi gk? kalau telat bayar kami kenak denda Lo pak,,malah dapat ancaman akan di putus malah,,"
qq2752,gilaakkk....mati listrik jam 18.44 hidup listrik diesok hari jam 00.00. thank ya gara-gara ini aku nguras sumur 😤
karungkosong1,satu kata buat.......... nol kenerja
yuliee095,d kami 2x mati lampu weee pertama dri Maghrib sampe pagi dan hari ini dri jam 2 siang sampe jam 11 malem 😭
darmancibro,kerugian masyarakat gak bisa dibayar pake maaf... tau gak berapa kerugian pedagang?
jprmerry.25_,gila ikan ku hampir mati gara2 mati lampu 26 jam baru hidup 😏
poppyrizky659,"emg gaada yg mustahil di dunia ini
tp kompensasi dari PLN adalah hal yg paling mustahil 🤣"
dayzvvip,baru minta maaf . MALAM NYA MATI LISTRIK LAGI .
virgooooo067,"24 jam mati sinyal hilangg, tega bangettttt"
verawatibrpakpaha,yang baru hidup lampu langsung login kumpul yaa🤣
panggilajaiqbal.1,[Stiker] 
youkidsssz,[Stiker] medan dua hari
poppyrizky659,"murah bgt cuma pk kata maaf
kami di kec. stabat ±26jam loh
ksian bgt lo yg jualan. eskrim cair smua, frozen food lagi, isss ntahlah"
novaaaaa_y,7 jam lagi genap 24 jam anjiiiiiiiiiing
ikko.dm,"Operasi aman Ketua, Terimakasih atas kerjasama nya."
inchanachea,Ga bisa dimaafin pak aku benxi kegelapan
nugieduarta,pecatlah
kkn_desa_tarai_bangun_26,makan gw telat🥺
whitabby,berapa ton😭maaf kepencet
hopefully601,"serasa hidup di jaman dulu, kta akumah jangan trlalu bergantung sma yg modern modern, cpt pulih yah pulau Sumatra"
nettijasman,pasti para usahawan mengalami kerugian yg sangat besar
kompospadangsidimpuan,mundur aja
kikisanti804,lossss lah pak...bingung kami lo..hadehhhhhhhhh
ridhanoviyta,Gak mau ah pak enak aja cuma minta maaf
nita04440,"ngantuk dengar bapak ngomong , lama bgt"
ahmad_harahap91,"Pak kenapa? Pas masyarakat belum bayar beberapa hari lagi seblm tanggal pembayaran udah dtg surat ancaman ? Knp begitu pak ? Saya kdg sukak sedih pak , apalagi pas belum gajian"
lando.bian,maaf doang ganti rugii kalii
demnd12_,"@lau:Gamau maafin , ak keringatan pas tidur bdmood"
bbyzynnnnn,"KOMPENSASI BOSS,
masyarakat telat bayar, listrik langsung diputus kok."
bang.regar.bang.r7,Ok mantap bg terimakasih banyak semangat terus 👍
anggizamudra,udh kayak tinggal didalam hutan kami pak oyyyyy🤣🤣😂
xyourza,di labura baru idup🫠
sicantik4945,berak pun ditahan 😭
rajabakoii,yak pap ma keuh KA kapelen lampu batre hn nyoo
fokusdiksinews,"kakau 1 hari mati lampunya saya maafin kamu,tapi kalau lebih dari itu belum tau saya maafkan."
becciebizzle,GILAK GILAK GILAKKKK
cimi.annchi.chan,prettt
lupanamaingatrasa03,"jangan lihat salahnya yang sekali,ingat woeee Udah brpa tahun Klian hidup terang,masa sekali salah aja langsung bisa ga di maafkan,,he bro kita mnsia."
ultramenpensiun43,"kompensasi lah bro, bayar telat aja udah di dendain"
br.situmorang.imu,"ga mau maaf kn dri jam 18:24 semalam sampe dini hari 00:00 baru hidup ,sampe "" tdi siang kmi nyari sumur yg terbengkalai yg ad di hutan buat mandi 😭😭 dan ini setengah 1 kmi masi nyuci ,dan ad juga yg mandi, karna seharian ga mandi"
sayangkeluarga__,y bct
fitriyni_0,"Woi pak sy lagi hamil gbsa jauh dr kipas, eh malah mati lampu lama allahu.😭 COBA DEH BAPA JD ORG HAMIL GAAKAN KUAT PAK😭"
tokoemas_bsk,"gara2 mati lampu, Anggota di lapqngan terlantar.!!!!"
rotijalamaklimahh,kata tmn ku ga dimaafin om
wildan.suka.sarkas,"""Saudara-saudara di Sumatra, saya, presiden Prabowo subianto, telah mendapat laporan tentang pemadaman masalah di pulau Sumatra, dari aceh hingga lampung terdampak pemadaman, untuk itu, saya meminta maaf dan akan bertanggung jawab atas hal ini,
Dan saya sudah memerintahkan audit menyeluruh agar kejadian ini tidak terulang""
andai presiden ngomong gitu 🥹"
muhammad.alfy96,[Stiker] INTINYA CAIRRR YA KAN PLN..
avoca_saa,bicaranya kyk lagi nyusun skripsi 🙄
hendry2019,"Selain itu Dirut mundur aja, kan PLN sering Rugi..."
_urwifey22,Kalo gitu boleh gak bayar listriknya di potong 2 hari wkwk
upersimiii,eh anj gw mandi di pom bensin ya anj
wilsonmarbun1,[Stiker] 🤦gangguan apa lagi 😁
v751658,"dr jam 18.44 sampek jam 17.00 hitung aja brp lama mati nya
syukur banyak sungai dekat rumah
jadi ramai2 warga mandi sungai nyuci juga ambil air😂😂😂"
putrra.irawan,"tegangan gak di tambah sedang yg makai melebihi kapasitas, mana dana PLN nya,"
bluebery._2,bintang gwa balikin pak🗿
tiwahgleemuda,"pak tiang listrik di dlm pagar rumah saya...
apakah ada dispensasi dari PLN buat saya... 😁"
parsatu.one.hasib,di maaf kan tapi sya mau bilang sama bapa di padang lawas sering mati lampu pa tlg di perhatikan slm
richu88888,uda langganan minta maaf. trus diulang lg gk ada solusi 😅
leo_tinambunan,supaya apa.. supaya tidak ada yg nobar pesta bb🔥🔥
infolintasnusantara,"Dengan mudahnya CMN minta maaf
🤣🤣🤣🤣🤣🤣🤣🤣🤣"
alfi1230977,enak ya bilangg maaf...
milijulilubis2,Gak ada maaf pak soalnya aku tersiksa bangat 🥺🥺
ketua023,kami yang dari Sidempuan 2 malam ga ada listrik ini paling gila sih
n580168,ah gk mau maafin aku tdr mndi kerigat pak
spiderxx1,"ikan akuarium gua mati semua pa anjayy
lenyap jutaan😅😅"
lautan50,saya dapat 10 ton Dari Tmn saya Makasih pak Kelolosan nya Nanti uang saku bapa saya tambahin
andriwae907,"Lampung Selatan juga pak, ko ga ke sebut sih"
turexx03,Blackout - Selalu Ada
jhon_akbar82,"intinya aja pak,jgn berbelit2"
azizp641,Yey nyala langsung vc ayang nih
quinjulia15,"bayar listrik kalau telat langsung denda atau di putus, terus kalau PLN kaya gini. apa sangsinya?? wajib ganti rugi ke rakyat donk..."
defrizal733,"jangan main main urusan listriknya, jangan lamban gerak cepat seperti menagih bulanan pln."
karisa554_,anjirr makin ga beres aja indonesia niii
romi6805,tnggal minta maaf doang
indhanisyah_,HEH PAK BARU IDUP DISINI 😭 DARI JUMAT!
vangalang9,"kasih swasta aja yg buat perusahaan listrik
PLN GA BECUSS."
bintangl100,gelap kota ku pakk 😊
thahiraahh11,@fikaa♡ @nnana @icuut @batmineee
dedimensir_07,Bobrokkk
n4shanam4ur,"klo rakyat telat bayar pasti kena denda, tapi klo listrik padam .."
anggiehhhhh,disini 25 jam bayangkan sesumuk apa awak dibuat😭😭
arullchan21,"enaknya jadi pejabat tinggal minta maaf masalah selesai, masyarakat yang menanggung kerugian nya.MANTAP"
medan.konten,pak ikan ikan ku mati semua kayak mana ngihudupinya lagi pak 😓😓
rasyidalvaro29,"saya gak mau maaf bapak
soalnya,saya belum mandi"
epelinecute,Gpp pak…. Karna mati lampu…. Agak turun berat badanku…. Gak berhenti keringatku….. biasa mandi 3x sehari…. Jdi mandi 6x sehari….
andifernando7650,😭😭😭😭😭😭
temantapinikahh,dikit dikit minta maaf. kasi solusi aja pak gimana caranya jgn mati lagi kami muak😪
putra16248,ah luh pln . ga ada saingan rugi mulu 🤣
29_september_1,pak tanggung jawab kakikku di gigit semut karna gelap
frendy_hutasoit,dibatam telat sehari denda 25 rb 😏
ginting366__,cmna cs ud siap cod nya
rasyid.dini.setia5,pln golong si klih GK Adah otang
oratauadoes,opo AREP bangkrut
yoandaardhi11,"tempat kami 30 jam mati listrik hadehh, capek x memang hidup di konoha ini"
elissuma1,Kira-kira berapa banyak yg lolos dilewatkan selama mati lampu😁
dirga.salim.rit,mau sampai kapan seperti ini....
kfcrotary,kami hampir 30 jam
ade.irma739,Prettttt
arkanza2406,klau kita telat bayar listrik gak ada kata maaf giliran orang PLN mintak maaf mintak rakyat untuk mengerti ini lah negeri kita tercinta
milochafamily_poodle,"Yg bisa memeriksa bnr gk nya siapa sih,"
bgrizky26,"GK butuh cuma maaf pak,tolong gnti rugi kompensasi untuk kami 12 jam lebih gak hdup"
siapaya7890,anak 2minggu ku ruam semua lipatan nya karena kepanasan 😭
banglbs9,"emang kelistrikan seluruh Sumatra sejalur?
apa ada udang dibalik kantong?"
oniadriantosastro,tiada maaf bagimu
philipustel,"Pakk²,, giliran kamii telat bayar 1 harii ajaa,, udah kena denda + di beri peringatan,, trus giliran kami udah bayar,, listrik padam,, ini konsep nya gimana pak,, kami tidak mengharapkan permintaan maaf dari bapak,, kami cuman mau ganguan kelistrikan ini di percepat penanganan nya,, bukan malah sibuk beri permintaan maaf"
serato82,PLN merugi
herwin.syahputra6,jangan hidup dulu lampunya pak PLN biar menyala yang lagi LDR🤣
